predicate_id	object_id	object_label	object_source	confidence	match_string	is_longest_match	matches_whole_text	match_type	info	object_aliases	subject_start	subject_end	subject_label	subject_source	subject_text_id
None	PR:000001004	CD4 molecule	https://data.bioontology.org/ontologies/NIFDYS	None	None	None	True	SYN	None		1	31	T-CELL SURFACE GLYCOPROTEIN CD4	None	None
None	https://identifiers.org/ncbigene/100385000	CD4 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	31	T-CELL SURFACE GLYCOPROTEIN CD4	None	None
None	http://purl.obolibrary.org/obo/dinto_1550	t-cell surface glycoprotein cd4	https://data.bioontology.org/ontologies/DINTO	None	None	None	True	PREF	None		1	31	T-CELL SURFACE GLYCOPROTEIN CD4	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000023274	Cd4 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	31	T-CELL SURFACE GLYCOPROTEIN CD4	None	None
None	https://identifiers.org/ncbigene/920	CD4 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	31	T-CELL SURFACE GLYCOPROTEIN CD4	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16300	T-Cell Surface Glycoprotein CD4	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	31	T-CELL SURFACE GLYCOPROTEIN CD4	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000029710	Ephb4 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	24	EPHRIN TYPE-B RECEPTOR 4	None	None
None	PR:000007132	ephrin type-B receptor 4	https://data.bioontology.org/ontologies/INBANCIDO	None	None	None	True	PREF	None		1	24	EPHRIN TYPE-B RECEPTOR 4	None	None
None	DTO:03100137	Ephrin type-b receptor 4	https://data.bioontology.org/ontologies/DTO	None	None	None	True	PREF	None		1	24	EPHRIN TYPE-B RECEPTOR 4	None	None
None	https://identifiers.org/ncbigene/2050	EPHB4 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	24	EPHRIN TYPE-B RECEPTOR 4	None	None
None	https://identifiers.org/ncbigene/100393954	EPHB4 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	24	EPHRIN TYPE-B RECEPTOR 4	None	None
None	http://purl.obolibrary.org/obo/dinto_2411	ephrin type-b receptor 4	https://data.bioontology.org/ontologies/DINTO	None	None	None	True	PREF	None		1	24	EPHRIN TYPE-B RECEPTOR 4	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C113832	Ephrin Type-B Receptor 4	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	24	EPHRIN TYPE-B RECEPTOR 4	None	None
None	https://identifiers.org/ncbigene/100415050	CD274 (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	SNOMEDCT:1229843000	Programmed cell death 1 ligand 1	https://data.bioontology.org/ontologies/SNOMEDCT	None	None	None	True	PREF	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	http://id.nlm.nih.gov/mesh/D060890	B7-H1 Antigen	https://data.bioontology.org/ontologies/MDM	None	None	None	True	SYN	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C154807	Programmed Death Ligand 1 Measurement	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	SYN	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	PR:000001543	programmed cell death 1 ligand 1	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	NCIT:C96024	Programmed Cell Death 1 Ligand 1	https://data.bioontology.org/ontologies/BERO	None	None	None	True	PREF	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	https://identifiers.org/ncbigene/29126	CD274 (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C96024	Programmed Cell Death 1 Ligand 1	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000016496	Cd274 (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	32	PROGRAMMED CELL DEATH 1 LIGAND 1	None	None
None	http://www.orpha.net/ORDO/Orphanet_121821	fibrinogen gamma chain	https://data.bioontology.org/ontologies/ORDO	None	None	None	True	PREF	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	http://identifiers.org/hgnc/3694	FGG	https://data.bioontology.org/ontologies/HGNC-NR	None	None	None	True	SYN	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000033860	Fgg (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	http://www.limics.org/hrdo/rdfns#gen_id_16048	Fibrinogen gamma chain	https://data.bioontology.org/ontologies/HRDO	None	None	None	True	PREF	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	PR:000007507	fibrinogen gamma chain	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	https://identifiers.org/ncbigene/2266	FGG (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	http://purl.obolibrary.org/obo/dinto_3104	fibrinogen gamma chain	https://data.bioontology.org/ontologies/DINTO	None	None	None	True	PREF	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:02458	fibrinogen gamma chain	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	https://identifiers.org/ncbigene/100402436	FGG (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	GO:0005577	fibrinogen complex	https://data.bioontology.org/ontologies/NIFDYS	None	None	None	True	SYN	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:01314	left chest pain	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	22	FIBRINOGEN GAMMA CHAIN	None	None
None	PR:000009976	tumor necrosis factor receptor superfamily member 3	https://data.bioontology.org/ontologies/PR	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 3	None	None
None	https://identifiers.org/ncbigene/100401524	LTBR (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 3	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C116042	Tumor Necrosis Factor Receptor Superfamily Member 3	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 3	None	None
None	http://identifiers.org/ensembl/ENSMUSG00000030339	Ltbr (Mmus)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 3	None	None
None	https://identifiers.org/ncbigene/4055	LTBR (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 3	None	None
None	http://purl.obolibrary.org/obo/dinto_2036	tumor necrosis factor ligand superfamily member 13b	https://data.bioontology.org/ontologies/DINTO	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	https://identifiers.org/ncbigene/10673	TNFSF13B (Hsap)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	https://identifiers.org/ncbigene/100399491	TNFSF13B (Cjac)	https://data.bioontology.org/ontologies/PCL	None	None	None	True	SYN	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94789	Tumor Necrosis Factor Ligand Superfamily Member 13B	https://data.bioontology.org/ontologies/NCIT	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
None	http://www.semanticweb.org/admin/ontologies/2022/7/MIO:01822	tumor necrosis factor ligand superfamily member 13B	https://data.bioontology.org/ontologies/MIO	None	None	None	True	PREF	None		1	51	TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY MEMBER 13B	None	None
